id,name,type,nutrition,value,unit,url,value_level
2845,Hiroshima-style Okonomiyaki,entree,Calcium,134,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Hiroshima-OKonomiyaki-7692-I-500x500.jpg,-0.40047756659712525
2846,Hiyashi Chuka (Cold Ramen),entree,Calories,457,kcal,https://www.justonecookbook.com/wp-content/uploads/2013/07/Hiyashi-Chuka-400x400.jpg,0.13321884378622278
2847,Hiyashi Chuka (Cold Ramen),entree,Protein,21,g,https://www.justonecookbook.com/wp-content/uploads/2013/07/Hiyashi-Chuka-400x400.jpg,0.7419373447293773
2848,Hiyashi Chuka (Cold Ramen),entree,Sodium,1601,mg,https://www.justonecookbook.com/wp-content/uploads/2013/07/Hiyashi-Chuka-400x400.jpg,1.3869191658887328
2849,Hiyashi Chuka (Cold Ramen),entree,Potassium,517,mg,https://www.justonecookbook.com/wp-content/uploads/2013/07/Hiyashi-Chuka-400x400.jpg,-0.3030374605349756
2850,Hiyashi Chuka (Cold Ramen),entree,Calcium,123,mg,https://www.justonecookbook.com/wp-content/uploads/2013/07/Hiyashi-Chuka-400x400.jpg,-0.4861330111756192
2851,Hiyashi Chuka with Sesame Miso Sauce,entree,Calories,406,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/07/Hiyashi-Chuka-with-Sesame-Miso-Sauce-w600-400x400.jpg,0.014888612493750559
2852,Hiyashi Chuka with Sesame Miso Sauce,entree,Protein,33,g,https://www.justonecookbook.com/wp-content/uploads/2018/07/Hiyashi-Chuka-with-Sesame-Miso-Sauce-w600-400x400.jpg,1.1939224684724346
2853,Hiyashi Chuka with Sesame Miso Sauce,entree,Sodium,702,mg,https://www.justonecookbook.com/wp-content/uploads/2018/07/Hiyashi-Chuka-with-Sesame-Miso-Sauce-w600-400x400.jpg,0.5624688569178291
2854,Hiyashi Chuka with Sesame Miso Sauce,entree,Potassium,734,mg,https://www.justonecookbook.com/wp-content/uploads/2018/07/Hiyashi-Chuka-with-Sesame-Miso-Sauce-w600-400x400.jpg,0.047428693571110826
2855,Hiyashi Chuka with Sesame Miso Sauce,entree,Calcium,188,mg,https://www.justonecookbook.com/wp-content/uploads/2018/07/Hiyashi-Chuka-with-Sesame-Miso-Sauce-w600-400x400.jpg,-0.06187540371808753
2856,Hoba Miso with Beef,entree,Calories,253,kcal,https://www.justonecookbook.com/wp-content/uploads/2015/11/Hoba-Miso-with-Beef-400x400.jpg,-0.4580750583804618
2857,Hoba Miso with Beef,entree,Protein,22,g,https://www.justonecookbook.com/wp-content/uploads/2015/11/Hoba-Miso-with-Beef-400x400.jpg,0.7884573603642703
2858,Hoba Miso with Beef,entree,Sodium,497,mg,https://www.justonecookbook.com/wp-content/uploads/2015/11/Hoba-Miso-with-Beef-400x400.jpg,0.2171254789886467
2859,Hoba Miso with Beef,entree,Potassium,337,mg,https://www.justonecookbook.com/wp-content/uploads/2015/11/Hoba-Miso-with-Beef-400x400.jpg,-0.7309974046910429
2860,Hoba Miso with Beef,entree,Calcium,20,mg,https://www.justonecookbook.com/wp-content/uploads/2015/11/Hoba-Miso-with-Beef-400x400.jpg,-2.3025850929940455
2861,Miso Ramen,entree,Calories,433,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/05/Miso-Ramen-I-500x500.jpg,0.07927318089450788
2862,Miso Ramen,entree,Protein,19,g,https://www.justonecookbook.com/wp-content/uploads/2019/05/Miso-Ramen-I-500x500.jpg,0.6418538861723947
2863,Miso Ramen,entree,Sodium,1216,mg,https://www.justonecookbook.com/wp-content/uploads/2019/05/Miso-Ramen-I-500x500.jpg,1.1118575154181303
2864,Miso Ramen,entree,Potassium,341,mg,https://www.justonecookbook.com/wp-content/uploads/2019/05/Miso-Ramen-I-500x500.jpg,-0.7191978577598879
2865,Miso Ramen,entree,Calcium,152,mg,https://www.justonecookbook.com/wp-content/uploads/2019/05/Miso-Ramen-I-500x500.jpg,-0.2744368457017603
2866,Honey Garlic Pork Chops,entree,Calories,458,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/10/Honey-Garlic-Pork-Chops-0587-I-2-500x500.jpg,0.13540463700620298
2867,Honey Garlic Pork Chops,entree,Protein,52,g,https://www.justonecookbook.com/wp-content/uploads/2020/10/Honey-Garlic-Pork-Chops-0587-I-2-500x500.jpg,1.6486586255873816
2868,Honey Garlic Pork Chops,entree,Sodium,925,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Honey-Garlic-Pork-Chops-0587-I-2-500x500.jpg,0.8383291904044432
2869,Honey Garlic Pork Chops,entree,Potassium,896,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Honey-Garlic-Pork-Chops-0587-I-2-500x500.jpg,0.2468600779315258
2870,Honey Garlic Pork Chops,entree,Calcium,26,mg,https://www.justonecookbook.com/wp-content/uploads/2020/10/Honey-Garlic-Pork-Chops-0587-I-2-500x500.jpg,-2.0402208285265546
2871,Honey Glazed Shrimps with Asian Coleslaw,entree,Calories,1211,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/03/Honey-Glazed-Shrimps-with-Asian-Coleslaw-Guest-Post-By-Simply-Reem-400x400.jpg,1.1077371964451102
2872,Honey Glazed Shrimps with Asian Coleslaw,entree,Protein,27,g,https://www.justonecookbook.com/wp-content/uploads/2012/03/Honey-Glazed-Shrimps-with-Asian-Coleslaw-Guest-Post-By-Simply-Reem-400x400.jpg,0.9932517730102834
2873,Honey Glazed Shrimps with Asian Coleslaw,entree,Sodium,759,mg,https://www.justonecookbook.com/wp-content/uploads/2012/03/Honey-Glazed-Shrimps-with-Asian-Coleslaw-Guest-Post-By-Simply-Reem-400x400.jpg,0.640537230287648
2874,Honey Glazed Shrimps with Asian Coleslaw,entree,Potassium,483,mg,https://www.justonecookbook.com/wp-content/uploads/2012/03/Honey-Glazed-Shrimps-with-Asian-Coleslaw-Guest-Post-By-Simply-Reem-400x400.jpg,-0.37106368139083207
2875,Honey Glazed Shrimps with Asian Coleslaw,entree,Calcium,329,mg,https://www.justonecookbook.com/wp-content/uploads/2012/03/Honey-Glazed-Shrimps-with-Asian-Coleslaw-Guest-Post-By-Simply-Reem-400x400.jpg,0.49774038421733524
2876,Honey Sesame Shirataki Noodles,entree,Calories,478,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/01/Honey-Sesame-Shirataki-Noodles-8417-I-500x500.jpg,0.17814618538347404
2877,Honey Sesame Shirataki Noodles,entree,Protein,44,g,https://www.justonecookbook.com/wp-content/uploads/2020/01/Honey-Sesame-Shirataki-Noodles-8417-I-500x500.jpg,1.4816045409242156
2878,Honey Sesame Shirataki Noodles,entree,Sodium,1063,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Honey-Sesame-Shirataki-Noodles-8417-I-500x500.jpg,0.977385831233966
2879,Honey Sesame Shirataki Noodles,entree,Potassium,992,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Honey-Sesame-Shirataki-Noodles-8417-I-500x500.jpg,0.34864277224146806
2880,Honey Sesame Shirataki Noodles,entree,Calcium,330,mg,https://www.justonecookbook.com/wp-content/uploads/2020/01/Honey-Sesame-Shirataki-Noodles-8417-I-500x500.jpg,0.5007752879124892
2881,Honey Soy Sauce Chicken Bento,entree,Calories,523,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/08/Honey-Soy-Sauce-Chicken-Bento-9778-I-500x500.jpg,0.268116916956941
2882,Honey Soy Sauce Chicken Bento,entree,Protein,25,g,https://www.justonecookbook.com/wp-content/uploads/2019/08/Honey-Soy-Sauce-Chicken-Bento-9778-I-500x500.jpg,0.9162907318741551
2883,Honey Soy Sauce Chicken Bento,entree,Sodium,471,mg,https://www.justonecookbook.com/wp-content/uploads/2019/08/Honey-Soy-Sauce-Chicken-Bento-9778-I-500x500.jpg,0.16339354690843574
2884,Honey Soy Sauce Chicken Bento,entree,Potassium,570,mg,https://www.justonecookbook.com/wp-content/uploads/2019/08/Honey-Soy-Sauce-Chicken-Bento-9778-I-500x500.jpg,-0.20544397421480884
2885,Honey Soy Sauce Chicken Bento,entree,Calcium,61,mg,https://www.justonecookbook.com/wp-content/uploads/2019/08/Honey-Soy-Sauce-Chicken-Bento-9778-I-500x500.jpg,-1.1874435023747254
2886,Honey Soy Chicken,entree,Calories,302,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/05/Honey-Soy-Sauce-Chicken-2631-I-500x500.jpg,-0.28103752973311236
2887,Honey Soy Chicken,entree,Protein,23,g,https://www.justonecookbook.com/wp-content/uploads/2020/05/Honey-Soy-Sauce-Chicken-2631-I-500x500.jpg,0.8329091229351039
2888,Honey Soy Chicken,entree,Sodium,410,mg,https://www.justonecookbook.com/wp-content/uploads/2020/05/Honey-Soy-Sauce-Chicken-2631-I-500x500.jpg,0.024692612590371414
2889,Honey Soy Chicken,entree,Potassium,195,mg,https://www.justonecookbook.com/wp-content/uploads/2020/05/Honey-Soy-Sauce-Chicken-2631-I-500x500.jpg,-1.2780807764796578
2890,Honey Soy Chicken,entree,Calcium,15,mg,https://www.justonecookbook.com/wp-content/uploads/2020/05/Honey-Soy-Sauce-Chicken-2631-I-500x500.jpg,-2.5902671654458267
2891,Hoto Noodle Soup,entree,Calories,681,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/03/Hoto-I-1-500x500.jpg,0.5320977590415303
2892,Hoto Noodle Soup,entree,Protein,38,g,https://www.justonecookbook.com/wp-content/uploads/2019/03/Hoto-I-1-500x500.jpg,1.33500106673234
2893,Hoto Noodle Soup,entree,Sodium,924,mg,https://www.justonecookbook.com/wp-content/uploads/2019/03/Hoto-I-1-500x500.jpg,0.8372475245337022
2894,Hoto Noodle Soup,entree,Potassium,1804,mg,https://www.justonecookbook.com/wp-content/uploads/2019/03/Hoto-I-1-500x500.jpg,0.9466813655791643
2895,Hoto Noodle Soup,entree,Calcium,207,mg,https://www.justonecookbook.com/wp-content/uploads/2019/03/Hoto-I-1-500x500.jpg,0.03440142671733232
2896,Japanese Salted Salmon (Shiojake/Shiozake),entree,Calories,108,kcal,https://www.justonecookbook.com/wp-content/uploads/2022/03/Shiozake-Japanese-Salted-Salmon-7127-I-500x500.jpg,-1.3093333199837622
2897,Japanese Salted Salmon (Shiojake/Shiozake),entree,Protein,15,g,https://www.justonecookbook.com/wp-content/uploads/2022/03/Shiozake-Japanese-Salted-Salmon-7127-I-500x500.jpg,0.4054651081081644
2898,Japanese Salted Salmon (Shiojake/Shiozake),entree,Sodium,665,mg,https://www.justonecookbook.com/wp-content/uploads/2022/03/Shiozake-Japanese-Salted-Salmon-7127-I-500x500.jpg,0.5083224935478722
2899,Japanese Salted Salmon (Shiojake/Shiozake),entree,Potassium,385,mg,https://www.justonecookbook.com/wp-content/uploads/2022/03/Shiozake-Japanese-Salted-Salmon-7127-I-500x500.jpg,-0.5978370007556204
2900,Japanese Salted Salmon (Shiojake/Shiozake),entree,Calcium,11,mg,https://www.justonecookbook.com/wp-content/uploads/2022/03/Shiozake-Japanese-Salted-Salmon-7127-I-500x500.jpg,-2.900422093749666
2901,How To Make Cute Bento,entree,Calories,416,kcal,https://www.justonecookbook.com/wp-content/uploads/2014/08/How-To-Make-Cute-Bento-w600-400x400.jpg,0.03922071315328133
2902,How To Make Cute Bento,entree,Protein,18,g,https://www.justonecookbook.com/wp-content/uploads/2014/08/How-To-Make-Cute-Bento-w600-400x400.jpg,0.5877866649021191
2903,How To Make Cute Bento,entree,Sodium,706,mg,https://www.justonecookbook.com/wp-content/uploads/2014/08/How-To-Make-Cute-Bento-w600-400x400.jpg,0.56815069038526
2904,How To Make Cute Bento,entree,Potassium,504,mg,https://www.justonecookbook.com/wp-content/uploads/2014/08/How-To-Make-Cute-Bento-w600-400x400.jpg,-0.3285040669720361
2905,How To Make Cute Bento,entree,Calcium,294,mg,https://www.justonecookbook.com/wp-content/uploads/2014/08/How-To-Make-Cute-Bento-w600-400x400.jpg,0.3852624007906449
2906,Inari Sushi,entree,Calories,98,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/12/Inari-Sushi-5294-I-1-500x500.jpg,-1.40649706843741
2907,Inari Sushi,entree,Protein,2,g,https://www.justonecookbook.com/wp-content/uploads/2021/12/Inari-Sushi-5294-I-1-500x500.jpg,-1.6094379124341003
2908,Inari Sushi,entree,Sodium,124,mg,https://www.justonecookbook.com/wp-content/uploads/2021/12/Inari-Sushi-5294-I-1-500x500.jpg,-1.171182981502945
2909,Inari Sushi,entree,Potassium,25,mg,https://www.justonecookbook.com/wp-content/uploads/2021/12/Inari-Sushi-5294-I-1-500x500.jpg,-3.332204510175204
2910,Inari Sushi,entree,Calcium,11,mg,https://www.justonecookbook.com/wp-content/uploads/2021/12/Inari-Sushi-5294-I-1-500x500.jpg,-2.900422093749666
2911,Instant Pot Nishime,entree,Calories,227,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/12/Instant-Pot-Nishime-I-500x500.jpg,-0.5665145296265793
2912,Instant Pot Nishime,entree,Protein,14,g,https://www.justonecookbook.com/wp-content/uploads/2018/12/Instant-Pot-Nishime-I-500x500.jpg,0.3364722366212129
2913,Instant Pot Nishime,entree,Sodium,544,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Instant-Pot-Nishime-I-500x500.jpg,0.3074846997479607
2914,Instant Pot Nishime,entree,Potassium,754,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Instant-Pot-Nishime-I-500x500.jpg,0.07431203296455144
2915,Instant Pot Nishime,entree,Calcium,65,mg,https://www.justonecookbook.com/wp-content/uploads/2018/12/Instant-Pot-Nishime-I-500x500.jpg,-1.1239300966523995
2916,Instant Pot Sticky Asian Ribs,entree,Calories,838,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/04/Instant-Pot-Asian-Sticky-Ribs-I-3-500x500.jpg,0.7395535533741011
2917,Instant Pot Sticky Asian Ribs,entree,Protein,65,g,https://www.justonecookbook.com/wp-content/uploads/2019/04/Instant-Pot-Asian-Sticky-Ribs-I-3-500x500.jpg,1.8718021769015913
2918,Instant Pot Sticky Asian Ribs,entree,Sodium,1319,mg,https://www.justonecookbook.com/wp-content/uploads/2019/04/Instant-Pot-Asian-Sticky-Ribs-I-3-500x500.jpg,1.1931646056093326
2919,Instant Pot Sticky Asian Ribs,entree,Potassium,896,mg,https://www.justonecookbook.com/wp-content/uploads/2019/04/Instant-Pot-Asian-Sticky-Ribs-I-3-500x500.jpg,0.2468600779315258
2920,Instant Pot Sticky Asian Ribs,entree,Calcium,142,mg,https://www.justonecookbook.com/wp-content/uploads/2019/04/Instant-Pot-Asian-Sticky-Ribs-I-3-500x500.jpg,-0.342490308946776
2921,Japanese Beef Curry,entree,Calories,426,kcal,https://www.justonecookbook.com/wp-content/uploads/2014/04/Beef-Curry-400x400.jpg,0.06297479916138839
2922,Japanese Beef Curry,entree,Protein,23,g,https://www.justonecookbook.com/wp-content/uploads/2014/04/Beef-Curry-400x400.jpg,0.8329091229351039
2923,Japanese Beef Curry,entree,Sodium,938,mg,https://www.justonecookbook.com/wp-content/uploads/2014/04/Beef-Curry-400x400.jpg,0.8522854018982428
2924,Japanese Beef Curry,entree,Potassium,873,mg,https://www.justonecookbook.com/wp-content/uploads/2014/04/Beef-Curry-400x400.jpg,0.22085522079619752
2925,Japanese Beef Curry,entree,Calcium,66,mg,https://www.justonecookbook.com/wp-content/uploads/2014/04/Beef-Curry-400x400.jpg,-1.1086626245216111
2926,Japanese Egg Sandwich (Tamago Sando),entree,Calories,340,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/03/Tamago-Sando-I-1-500x500.jpg,-0.16251892949777494
2927,Japanese Egg Sandwich (Tamago Sando),entree,Protein,14,g,https://www.justonecookbook.com/wp-content/uploads/2019/03/Tamago-Sando-I-1-500x500.jpg,0.3364722366212129
2928,Japanese Egg Sandwich (Tamago Sando),entree,Sodium,583,mg,https://www.justonecookbook.com/wp-content/uploads/2019/03/Tamago-Sando-I-1-500x500.jpg,0.3767226392425104
2929,Japanese Egg Sandwich (Tamago Sando),entree,Potassium,170,mg,https://www.justonecookbook.com/wp-content/uploads/2019/03/Tamago-Sando-I-1-500x500.jpg,-1.415281897993143
2930,Japanese Egg Sandwich (Tamago Sando),entree,Calcium,179,mg,https://www.justonecookbook.com/wp-content/uploads/2019/03/Tamago-Sando-I-1-500x500.jpg,-0.11093156070728166
2931,Japanese Panko Fried Oysters (Kaki Fry) with Homemade Tartar Sauce,entree,Calories,390,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/04/Japanese-Fried-Oysters-Kaki-Fry-2107-500x500.jpg,-0.025317807984289897
2932,Japanese Panko Fried Oysters (Kaki Fry) with Homemade Tartar Sauce,entree,Protein,11,g,https://www.justonecookbook.com/wp-content/uploads/2021/04/Japanese-Fried-Oysters-Kaki-Fry-2107-500x500.jpg,0.09531017980432493
2933,Japanese Panko Fried Oysters (Kaki Fry) with Homemade Tartar Sauce,entree,Sodium,572,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Japanese-Fried-Oysters-Kaki-Fry-2107-500x500.jpg,0.3576744442718159
2934,Japanese Panko Fried Oysters (Kaki Fry) with Homemade Tartar Sauce,entree,Potassium,180,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Japanese-Fried-Oysters-Kaki-Fry-2107-500x500.jpg,-1.3581234841531944
2935,Japanese Panko Fried Oysters (Kaki Fry) with Homemade Tartar Sauce,entree,Calcium,92,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Japanese-Fried-Oysters-Kaki-Fry-2107-500x500.jpg,-0.7765287894989963
2936,"Japanese Fried Rice with Edamame, Tofu and Hijiki Seaweed",entree,Calories,387,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Fried-Rice-with-Edamame-Tofu-and-Hijiki-Seaweed-2764-I-500x500.jpg,-0.033039854078200155
2937,"Japanese Fried Rice with Edamame, Tofu and Hijiki Seaweed",entree,Protein,11,g,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Fried-Rice-with-Edamame-Tofu-and-Hijiki-Seaweed-2764-I-500x500.jpg,0.09531017980432493
2938,"Japanese Fried Rice with Edamame, Tofu and Hijiki Seaweed",entree,Sodium,989,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Fried-Rice-with-Edamame-Tofu-and-Hijiki-Seaweed-2764-I-500x500.jpg,0.9052297845147302
2939,"Japanese Fried Rice with Edamame, Tofu and Hijiki Seaweed",entree,Potassium,295,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Fried-Rice-with-Edamame-Tofu-and-Hijiki-Seaweed-2764-I-500x500.jpg,-0.8641049787035848
2940,"Japanese Fried Rice with Edamame, Tofu and Hijiki Seaweed",entree,Calcium,63,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Fried-Rice-with-Edamame-Tofu-and-Hijiki-Seaweed-2764-I-500x500.jpg,-1.155182640156504
2941,Japanese Garlic Fried Rice,entree,Calories,482,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Garlic-Fried-Rice-0762-I-500x500.jpg,0.18647956694261839
2942,Japanese Garlic Fried Rice,entree,Protein,9,g,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Garlic-Fried-Rice-0762-I-500x500.jpg,-0.10536051565782628
2943,Japanese Garlic Fried Rice,entree,Sodium,442,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Garlic-Fried-Rice-0762-I-500x500.jpg,0.09984533496971612
2944,Japanese Garlic Fried Rice,entree,Potassium,87,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Garlic-Fried-Rice-0762-I-500x500.jpg,-2.085172216388821
2945,Japanese Garlic Fried Rice,entree,Calcium,38,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Japanese-Garlic-Fried-Rice-0762-I-500x500.jpg,-1.6607312068216509
2946,Japanese-Style Pasta with Shrimp and Broccolini,entree,Calories,592,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/03/Quick-Japanese-Pasta-with-Shrimp-and-Broccolini-0243-I-1-500x500.jpg,0.3920420877760237
2947,Japanese-Style Pasta with Shrimp and Broccolini,entree,Protein,19,g,https://www.justonecookbook.com/wp-content/uploads/2020/03/Quick-Japanese-Pasta-with-Shrimp-and-Broccolini-0243-I-1-500x500.jpg,0.6418538861723947
2948,Japanese-Style Pasta with Shrimp and Broccolini,entree,Sodium,866,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Quick-Japanese-Pasta-with-Shrimp-and-Broccolini-0243-I-1-500x500.jpg,0.7724203614544531
2949,Japanese-Style Pasta with Shrimp and Broccolini,entree,Potassium,242,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Quick-Japanese-Pasta-with-Shrimp-and-Broccolini-0243-I-1-500x500.jpg,-1.0621426088867183
2950,Japanese-Style Pasta with Shrimp and Broccolini,entree,Calcium,84,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Quick-Japanese-Pasta-with-Shrimp-and-Broccolini-0243-I-1-500x500.jpg,-0.8675005677047231
2951,Japanese Pork Roast,entree,Calories,310,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/11/Japanese-Pork-Roast-1-I-500x500.jpg,-0.25489224962879004
2952,Japanese Pork Roast,entree,Protein,41,g,https://www.justonecookbook.com/wp-content/uploads/2019/11/Japanese-Pork-Roast-1-I-500x500.jpg,1.410986973710262
2953,Japanese Pork Roast,entree,Sodium,768,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/Japanese-Pork-Roast-1-I-500x500.jpg,0.6523251860396901
2954,Japanese Pork Roast,entree,Potassium,864,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/Japanese-Pork-Roast-1-I-500x500.jpg,0.21049243376065088
2955,Japanese Pork Roast,entree,Calcium,36,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/Japanese-Pork-Roast-1-I-500x500.jpg,-1.7147984280919266
2956,Japanese style Mushroom & Tuna Pasta,entree,Calories,657,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/05/Japanese-Style-Tuna-Mushroom-Pasta-5891-I-1-500x500.jpg,0.4962194713766286
2957,Japanese style Mushroom & Tuna Pasta,entree,Protein,36,g,https://www.justonecookbook.com/wp-content/uploads/2021/05/Japanese-Style-Tuna-Mushroom-Pasta-5891-I-1-500x500.jpg,1.2809338454620642
2958,Japanese style Mushroom & Tuna Pasta,entree,Sodium,891,mg,https://www.justonecookbook.com/wp-content/uploads/2021/05/Japanese-Style-Tuna-Mushroom-Pasta-5891-I-1-500x500.jpg,0.8008798803628273
2959,Japanese style Mushroom & Tuna Pasta,entree,Potassium,781,mg,https://www.justonecookbook.com/wp-content/uploads/2021/05/Japanese-Style-Tuna-Mushroom-Pasta-5891-I-1-500x500.jpg,0.10949481479628125
2960,Japanese style Mushroom & Tuna Pasta,entree,Calcium,43,mg,https://www.justonecookbook.com/wp-content/uploads/2021/05/Japanese-Style-Tuna-Mushroom-Pasta-5891-I-1-500x500.jpg,-1.5371172508544744
2961,Kabocha Croquettes,entree,Calories,146,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/10/Kabocha-Croquettes-4490-I-500x500.jpg,-1.0078579253996456
2962,Kabocha Croquettes,entree,Protein,3,g,https://www.justonecookbook.com/wp-content/uploads/2021/10/Kabocha-Croquettes-4490-I-500x500.jpg,-1.2039728043259361
2963,Kabocha Croquettes,entree,Sodium,58,mg,https://www.justonecookbook.com/wp-content/uploads/2021/10/Kabocha-Croquettes-4490-I-500x500.jpg,-1.9310215365615626
2964,Kabocha Croquettes,entree,Potassium,203,mg,https://www.justonecookbook.com/wp-content/uploads/2021/10/Kabocha-Croquettes-4490-I-500x500.jpg,-1.2378743560016174
2965,Kabocha Croquettes,entree,Calcium,19,mg,https://www.justonecookbook.com/wp-content/uploads/2021/10/Kabocha-Croquettes-4490-I-500x500.jpg,-2.353878387381596
2966,Kabocha Gratin,entree,Calories,367,kcal,https://www.justonecookbook.com/wp-content/uploads/2017/11/Kabocha-Gratin-w600-400x400.jpg,-0.08610269905341174
2967,Kabocha Gratin,entree,Protein,13,g,https://www.justonecookbook.com/wp-content/uploads/2017/11/Kabocha-Gratin-w600-400x400.jpg,0.26236426446749106
2968,Kabocha Gratin,entree,Sodium,215,mg,https://www.justonecookbook.com/wp-content/uploads/2017/11/Kabocha-Gratin-w600-400x400.jpg,-0.6208265189803193
2969,Kabocha Gratin,entree,Potassium,709,mg,https://www.justonecookbook.com/wp-content/uploads/2017/11/Kabocha-Gratin-w600-400x400.jpg,0.01277519148872287
2970,Kabocha Gratin,entree,Calcium,236,mg,https://www.justonecookbook.com/wp-content/uploads/2017/11/Kabocha-Gratin-w600-400x400.jpg,0.16551443847757333
2971,Kabocha Pork Stir Fry,entree,Calories,348,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/09/Kabocha-Pork-Stir-Fry-1840-I-2-500x500.jpg,-0.13926206733350766
2972,Kabocha Pork Stir Fry,entree,Protein,17,g,https://www.justonecookbook.com/wp-content/uploads/2021/09/Kabocha-Pork-Stir-Fry-1840-I-2-500x500.jpg,0.5306282510621704
2973,Kabocha Pork Stir Fry,entree,Sodium,562,mg,https://www.justonecookbook.com/wp-content/uploads/2021/09/Kabocha-Pork-Stir-Fry-1840-I-2-500x500.jpg,0.3400373027857091
2974,Kabocha Pork Stir Fry,entree,Potassium,813,mg,https://www.justonecookbook.com/wp-content/uploads/2021/09/Kabocha-Pork-Stir-Fry-1840-I-2-500x500.jpg,0.14965077450440595
2975,Kabocha Pork Stir Fry,entree,Calcium,61,mg,https://www.justonecookbook.com/wp-content/uploads/2021/09/Kabocha-Pork-Stir-Fry-1840-I-2-500x500.jpg,-1.1874435023747254
2976,Kakiage Don,entree,Calories,702,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/11/Kakiage-Don-e1321580215896-400x399.jpg,0.5624688569178291
2977,Kakiage Don,entree,Protein,19,g,https://www.justonecookbook.com/wp-content/uploads/2011/11/Kakiage-Don-e1321580215896-400x399.jpg,0.6418538861723947
2978,Kakiage Don,entree,Sodium,909,mg,https://www.justonecookbook.com/wp-content/uploads/2011/11/Kakiage-Don-e1321580215896-400x399.jpg,0.8208805470694969
2979,Kakiage Don,entree,Potassium,548,mg,https://www.justonecookbook.com/wp-content/uploads/2011/11/Kakiage-Don-e1321580215896-400x399.jpg,-0.2448050480953892
2980,Kakiage Don,entree,Calcium,121,mg,https://www.justonecookbook.com/wp-content/uploads/2011/11/Kakiage-Don-e1321580215896-400x399.jpg,-0.5025268209512956
2981,Karaage Bento,entree,Calories,550,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/11/Karaage-Bento-400x400.jpg,0.3184537311185346
2982,Karaage Bento,entree,Protein,23,g,https://www.justonecookbook.com/wp-content/uploads/2012/11/Karaage-Bento-400x400.jpg,0.8329091229351039
2983,Karaage Bento,entree,Sodium,558,mg,https://www.justonecookbook.com/wp-content/uploads/2012/11/Karaage-Bento-400x400.jpg,0.33289441527332897
2984,Karaage Bento,entree,Potassium,654,mg,https://www.justonecookbook.com/wp-content/uploads/2012/11/Karaage-Bento-400x400.jpg,-0.06797298358620599
2985,Karaage Bento,entree,Calcium,93,mg,https://www.justonecookbook.com/wp-content/uploads/2012/11/Karaage-Bento-400x400.jpg,-0.7657178733947807
2986,Karaage (Japanese Fried Chicken),entree,Calories,531,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,0.2832974741339568
2987,Karaage (Japanese Fried Chicken),entree,Protein,29,g,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,1.0647107369924282
