id,name,type,nutrition,value,unit,url,value_level
148,Japanese Sake Steamed Clams,appetizer,Sodium,310,mg,https://www.justonecookbook.com/wp-content/uploads/2021/09/Japanese-Sake-Steamed-Clams-0732-I-500x500.jpg,-0.25489224962879004
149,Japanese Sake Steamed Clams,appetizer,Potassium,90,mg,https://www.justonecookbook.com/wp-content/uploads/2021/09/Japanese-Sake-Steamed-Clams-0732-I-500x500.jpg,-2.05127066471314
150,Japanese Sake Steamed Clams,appetizer,Calcium,29,mg,https://www.justonecookbook.com/wp-content/uploads/2021/09/Japanese-Sake-Steamed-Clams-0732-I-500x500.jpg,-1.9310215365615626
151,Hiyayakko (Japanese Chilled Tofu),appetizer,Calories,65,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/09/Hiyayakko-3102-I-500x500.jpg,-1.817077277212345
152,Hiyayakko (Japanese Chilled Tofu),appetizer,Protein,6,g,https://www.justonecookbook.com/wp-content/uploads/2019/09/Hiyayakko-3102-I-500x500.jpg,-0.5108256237659907
153,Hiyayakko (Japanese Chilled Tofu),appetizer,Sodium,487,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Hiyayakko-3102-I-500x500.jpg,0.19679957597460782
154,Hiyayakko (Japanese Chilled Tofu),appetizer,Potassium,183,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Hiyayakko-3102-I-500x500.jpg,-1.3415941822019837
155,Hiyayakko (Japanese Chilled Tofu),appetizer,Calcium,31,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Hiyayakko-3102-I-500x500.jpg,-1.8643301620628905
156,Kamaboko with Salmon Roe,appetizer,Calories,85,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Kamaboko-with-Salmon-Roe-3665-I-1-500x500.jpg,-1.5488132906176655
157,Kamaboko with Salmon Roe,appetizer,Protein,9,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Kamaboko-with-Salmon-Roe-3665-I-1-500x500.jpg,-0.10536051565782628
158,Kamaboko with Salmon Roe,appetizer,Sodium,385,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Kamaboko-with-Salmon-Roe-3665-I-1-500x500.jpg,-0.03822121282019774
159,Kamaboko with Salmon Roe,appetizer,Potassium,62,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Kamaboko-with-Salmon-Roe-3665-I-1-500x500.jpg,-2.423945949998313
160,Kamaboko with Salmon Roe,appetizer,Calcium,6,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Kamaboko-with-Salmon-Roe-3665-I-1-500x500.jpg,-3.506557897319982
161,Karaage (Japanese Fried Chicken),appetizer,Calories,531,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,0.2832974741339568
162,Karaage (Japanese Fried Chicken),appetizer,Protein,29,g,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,1.0647107369924282
163,Karaage (Japanese Fried Chicken),appetizer,Sodium,254,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,-0.4541302800894454
164,Karaage (Japanese Fried Chicken),appetizer,Potassium,411,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,-0.53248712054717
165,Karaage (Japanese Fried Chicken),appetizer,Calcium,19,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Karaage-9515-I-1-500x500.jpg,-2.353878387381596
166,Karashi Renkon (Lotus Root with Japanese Mustard),appetizer,Calories,210,kcal,https://www.justonecookbook.com/wp-content/uploads/2018/03/Karashi-Renkon-w600-400x400.jpg,-0.6443570163905132
167,Karashi Renkon (Lotus Root with Japanese Mustard),appetizer,Protein,5,g,https://www.justonecookbook.com/wp-content/uploads/2018/03/Karashi-Renkon-w600-400x400.jpg,-0.6931471805599453
168,Karashi Renkon (Lotus Root with Japanese Mustard),appetizer,Sodium,442,mg,https://www.justonecookbook.com/wp-content/uploads/2018/03/Karashi-Renkon-w600-400x400.jpg,0.09984533496971612
169,Karashi Renkon (Lotus Root with Japanese Mustard),appetizer,Potassium,185,mg,https://www.justonecookbook.com/wp-content/uploads/2018/03/Karashi-Renkon-w600-400x400.jpg,-1.3307245099650797
170,Karashi Renkon (Lotus Root with Japanese Mustard),appetizer,Calcium,35,mg,https://www.justonecookbook.com/wp-content/uploads/2018/03/Karashi-Renkon-w600-400x400.jpg,-1.742969305058623
171,"Miso Dengaku (Tofu, Eggplant, Daikon & Konnyaku)",appetizer,Calories,250,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/09/Miso-Dengaku-5933-I-500x500.jpg,-0.4700036292457356
172,"Miso Dengaku (Tofu, Eggplant, Daikon & Konnyaku)",appetizer,Protein,13,g,https://www.justonecookbook.com/wp-content/uploads/2019/09/Miso-Dengaku-5933-I-500x500.jpg,0.26236426446749106
173,"Miso Dengaku (Tofu, Eggplant, Daikon & Konnyaku)",appetizer,Sodium,647,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Miso-Dengaku-5933-I-500x500.jpg,0.48088174739291856
174,"Miso Dengaku (Tofu, Eggplant, Daikon & Konnyaku)",appetizer,Potassium,487,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Miso-Dengaku-5933-I-500x500.jpg,-0.36281621196081487
175,"Miso Dengaku (Tofu, Eggplant, Daikon & Konnyaku)",appetizer,Calcium,164,mg,https://www.justonecookbook.com/wp-content/uploads/2019/09/Miso-Dengaku-5933-I-500x500.jpg,-0.19845093872383832
176,Momofuku Fried Chicken,appetizer,Calories,461,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/09/Momofuku-Chicken-Wings-III-350x233-1-300x200.jpg,0.1419334958886666
177,Momofuku Fried Chicken,appetizer,Protein,35,g,https://www.justonecookbook.com/wp-content/uploads/2011/09/Momofuku-Chicken-Wings-III-350x233-1-300x200.jpg,1.252762968495368
178,Momofuku Fried Chicken,appetizer,Sodium,615,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Momofuku-Chicken-Wings-III-350x233-1-300x200.jpg,0.4301577206985359
179,Momofuku Fried Chicken,appetizer,Potassium,300,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Momofuku-Chicken-Wings-III-350x233-1-300x200.jpg,-0.8472978603872037
180,Momofuku Fried Chicken,appetizer,Calcium,27,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Momofuku-Chicken-Wings-III-350x233-1-300x200.jpg,-2.0024805005437076
181,Nagoya Style Fried Chicken Wings,appetizer,Calories,378,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/06/Nagoya-Style-Fried-Chicken-Wings-400x400.jpg,-0.05657035148839435
182,Nagoya Style Fried Chicken Wings,appetizer,Protein,13,g,https://www.justonecookbook.com/wp-content/uploads/2012/06/Nagoya-Style-Fried-Chicken-Wings-400x400.jpg,0.26236426446749106
183,Nagoya Style Fried Chicken Wings,appetizer,Sodium,745,mg,https://www.justonecookbook.com/wp-content/uploads/2012/06/Nagoya-Style-Fried-Chicken-Wings-400x400.jpg,0.6219196712715775
184,Nagoya Style Fried Chicken Wings,appetizer,Potassium,204,mg,https://www.justonecookbook.com/wp-content/uploads/2012/06/Nagoya-Style-Fried-Chicken-Wings-400x400.jpg,-1.2329603411991883
185,Nagoya Style Fried Chicken Wings,appetizer,Calcium,15,mg,https://www.justonecookbook.com/wp-content/uploads/2012/06/Nagoya-Style-Fried-Chicken-Wings-400x400.jpg,-2.5902671654458267
186,Napa Cabbage Gyoza,appetizer,Calories,45,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/04/Napa-Cabbage-5581-500x500.jpg,-2.184802057337662
187,Napa Cabbage Gyoza,appetizer,Protein,2,g,https://www.justonecookbook.com/wp-content/uploads/2020/04/Napa-Cabbage-5581-500x500.jpg,-1.6094379124341003
188,Napa Cabbage Gyoza,appetizer,Sodium,87,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Napa-Cabbage-5581-500x500.jpg,-1.5255564284533982
189,Napa Cabbage Gyoza,appetizer,Potassium,45,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Napa-Cabbage-5581-500x500.jpg,-2.744417845273085
190,Napa Cabbage Gyoza,appetizer,Calcium,8,mg,https://www.justonecookbook.com/wp-content/uploads/2020/04/Napa-Cabbage-5581-500x500.jpg,-3.2188758248682006
191,Octopus Carpaccio,appetizer,Calories,143,kcal,https://www.justonecookbook.com/wp-content/uploads/2013/11/Octopus-Carpaccio-400x400.jpg,-1.0286199168480747
192,Octopus Carpaccio,appetizer,Protein,8,g,https://www.justonecookbook.com/wp-content/uploads/2013/11/Octopus-Carpaccio-400x400.jpg,-0.2231435513142097
193,Octopus Carpaccio,appetizer,Sodium,166,mg,https://www.justonecookbook.com/wp-content/uploads/2013/11/Octopus-Carpaccio-400x400.jpg,-0.8794767587514388
194,Octopus Carpaccio,appetizer,Potassium,314,mg,https://www.justonecookbook.com/wp-content/uploads/2013/11/Octopus-Carpaccio-400x400.jpg,-0.8016873491351513
195,Octopus Carpaccio,appetizer,Calcium,40,mg,https://www.justonecookbook.com/wp-content/uploads/2013/11/Octopus-Carpaccio-400x400.jpg,-1.6094379124341003
196,Pickled Chrysanthemum Turnip (Kikka Kabu),appetizer,Calories,37,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Pickled-Chrysanthemum-Turnip-6744-I-500x500.jpg,-2.3805466344637574
197,Pickled Chrysanthemum Turnip (Kikka Kabu),appetizer,Protein,1,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Pickled-Chrysanthemum-Turnip-6744-I-500x500.jpg,-2.3025850929940455
198,Pickled Chrysanthemum Turnip (Kikka Kabu),appetizer,Sodium,72,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Pickled-Chrysanthemum-Turnip-6744-I-500x500.jpg,-1.7147984280919266
199,Pickled Chrysanthemum Turnip (Kikka Kabu),appetizer,Potassium,125,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Pickled-Chrysanthemum-Turnip-6744-I-500x500.jpg,-1.7227665977411035
200,Pickled Chrysanthemum Turnip (Kikka Kabu),appetizer,Calcium,42,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Pickled-Chrysanthemum-Turnip-6744-I-500x500.jpg,-1.5606477482646683
201,Salmon Kombu Roll,appetizer,Calories,65,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Salmon-Kombu-Roll-6784-I-500x500.jpg,-1.817077277212345
202,Salmon Kombu Roll,appetizer,Protein,7,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Salmon-Kombu-Roll-6784-I-500x500.jpg,-0.35667494393873245
203,Salmon Kombu Roll,appetizer,Sodium,177,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Salmon-Kombu-Roll-6784-I-500x500.jpg,-0.8153148145341529
204,Salmon Kombu Roll,appetizer,Potassium,157,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Salmon-Kombu-Roll-6784-I-500x500.jpg,-1.4948345296950967
205,Salmon Kombu Roll,appetizer,Calcium,24,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Salmon-Kombu-Roll-6784-I-500x500.jpg,-2.120263536200091
206,Sautéed Abalone,appetizer,Calories,175,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/07/Sauteed-Abalone-400x400.jpg,-0.8266785731844679
207,Sautéed Abalone,appetizer,Protein,16,g,https://www.justonecookbook.com/wp-content/uploads/2012/07/Sauteed-Abalone-400x400.jpg,0.47000362924573563
208,Sautéed Abalone,appetizer,Sodium,298,mg,https://www.justonecookbook.com/wp-content/uploads/2012/07/Sauteed-Abalone-400x400.jpg,-0.29437106060257756
209,Sautéed Abalone,appetizer,Potassium,262,mg,https://www.justonecookbook.com/wp-content/uploads/2012/07/Sauteed-Abalone-400x400.jpg,-0.9827358312823078
210,Sautéed Abalone,appetizer,Calcium,9,mg,https://www.justonecookbook.com/wp-content/uploads/2012/07/Sauteed-Abalone-400x400.jpg,-3.101092789211817
211,Seared Tuna Sashimi (Aburi Toro),appetizer,Calories,246,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/11/Seared-Tuna-400x400.jpg,-0.4861330111756192
212,Seared Tuna Sashimi (Aburi Toro),appetizer,Protein,40,g,https://www.justonecookbook.com/wp-content/uploads/2011/11/Seared-Tuna-400x400.jpg,1.3862943611198906
213,Seared Tuna Sashimi (Aburi Toro),appetizer,Sodium,66,mg,https://www.justonecookbook.com/wp-content/uploads/2011/11/Seared-Tuna-400x400.jpg,-1.8018098050815563
214,Seared Tuna Sashimi (Aburi Toro),appetizer,Potassium,437,mg,https://www.justonecookbook.com/wp-content/uploads/2011/11/Seared-Tuna-400x400.jpg,-0.47114713994781443
215,Seared Tuna Sashimi (Aburi Toro),appetizer,Calcium,15,mg,https://www.justonecookbook.com/wp-content/uploads/2011/11/Seared-Tuna-400x400.jpg,-2.5902671654458267
216,Shishamo Wrap,appetizer,Calories,310,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/08/Shishamo-Wrap-e1314513408151-400x400.jpg,-0.25489224962879004
217,Shishamo Wrap,appetizer,Protein,15,g,https://www.justonecookbook.com/wp-content/uploads/2011/08/Shishamo-Wrap-e1314513408151-400x400.jpg,0.4054651081081644
218,Shishamo Wrap,appetizer,Sodium,441,mg,https://www.justonecookbook.com/wp-content/uploads/2011/08/Shishamo-Wrap-e1314513408151-400x400.jpg,0.09758032833886404
219,Shishamo Wrap,appetizer,Potassium,228,mg,https://www.justonecookbook.com/wp-content/uploads/2011/08/Shishamo-Wrap-e1314513408151-400x400.jpg,-1.1217347060889638
220,Shishamo Wrap,appetizer,Calcium,200,mg,https://www.justonecookbook.com/wp-content/uploads/2011/08/Shishamo-Wrap-e1314513408151-400x400.jpg,0
221,Shrimp Egg Rolls,appetizer,Calories,59,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/06/Shrimp-Egg-Rolls-8480-I-1-500x500.jpg,-1.9139271032022627
222,Shrimp Egg Rolls,appetizer,Protein,2,g,https://www.justonecookbook.com/wp-content/uploads/2019/06/Shrimp-Egg-Rolls-8480-I-1-500x500.jpg,-1.6094379124341003
223,Shrimp Egg Rolls,appetizer,Sodium,139,mg,https://www.justonecookbook.com/wp-content/uploads/2019/06/Shrimp-Egg-Rolls-8480-I-1-500x500.jpg,-1.0569906139772902
224,Shrimp Egg Rolls,appetizer,Potassium,19,mg,https://www.justonecookbook.com/wp-content/uploads/2019/06/Shrimp-Egg-Rolls-8480-I-1-500x500.jpg,-3.606641355876964
225,Shrimp Egg Rolls,appetizer,Calcium,10,mg,https://www.justonecookbook.com/wp-content/uploads/2019/06/Shrimp-Egg-Rolls-8480-I-1-500x500.jpg,-2.995732273553991
226,Pork Shumai (Steamed Pork Dumplings),appetizer,Calories,59,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/03/Shumai-0323-I-500x500.jpg,-1.9139271032022627
227,Pork Shumai (Steamed Pork Dumplings),appetizer,Protein,3,g,https://www.justonecookbook.com/wp-content/uploads/2020/03/Shumai-0323-I-500x500.jpg,-1.2039728043259361
228,Pork Shumai (Steamed Pork Dumplings),appetizer,Sodium,77,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Shumai-0323-I-500x500.jpg,-1.647659125254298
229,Pork Shumai (Steamed Pork Dumplings),appetizer,Potassium,52,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Shumai-0323-I-500x500.jpg,-2.5998366164619773
230,Pork Shumai (Steamed Pork Dumplings),appetizer,Calcium,6,mg,https://www.justonecookbook.com/wp-content/uploads/2020/03/Shumai-0323-I-500x500.jpg,-3.506557897319982
231,Slow Cooker Sriracha Chili Chicken Wings,appetizer,Calories,672,kcal,https://www.justonecookbook.com/wp-content/uploads/2016/11/Slow-Cooker-Sriracha-Chili-Chicken-Wings-400x400.jpg,0.5187937934151675
232,Slow Cooker Sriracha Chili Chicken Wings,appetizer,Protein,34,g,https://www.justonecookbook.com/wp-content/uploads/2016/11/Slow-Cooker-Sriracha-Chili-Chicken-Wings-400x400.jpg,1.2237754316221157
233,Slow Cooker Sriracha Chili Chicken Wings,appetizer,Sodium,473,mg,https://www.justonecookbook.com/wp-content/uploads/2016/11/Slow-Cooker-Sriracha-Chili-Chicken-Wings-400x400.jpg,0.16763084138395107
234,Slow Cooker Sriracha Chili Chicken Wings,appetizer,Potassium,327,mg,https://www.justonecookbook.com/wp-content/uploads/2016/11/Slow-Cooker-Sriracha-Chili-Chicken-Wings-400x400.jpg,-0.7611201641461512
235,Slow Cooker Sriracha Chili Chicken Wings,appetizer,Calcium,30,mg,https://www.justonecookbook.com/wp-content/uploads/2016/11/Slow-Cooker-Sriracha-Chili-Chicken-Wings-400x400.jpg,-1.8971199848858813
236,Spicy Miso Chicken,appetizer,Calories,214,kcal,https://www.justonecookbook.com/wp-content/uploads/2013/11/Spicy-Miso-Chicken-400x400.jpg,-0.6254885320861304
237,Spicy Miso Chicken,appetizer,Protein,15,g,https://www.justonecookbook.com/wp-content/uploads/2013/11/Spicy-Miso-Chicken-400x400.jpg,0.4054651081081644
238,Spicy Miso Chicken,appetizer,Sodium,558,mg,https://www.justonecookbook.com/wp-content/uploads/2013/11/Spicy-Miso-Chicken-400x400.jpg,0.33289441527332897
239,Spicy Miso Chicken,appetizer,Potassium,154,mg,https://www.justonecookbook.com/wp-content/uploads/2013/11/Spicy-Miso-Chicken-400x400.jpg,-1.5141277326297755
240,Spicy Miso Chicken,appetizer,Calcium,20,mg,https://www.justonecookbook.com/wp-content/uploads/2013/11/Spicy-Miso-Chicken-400x400.jpg,-2.3025850929940455
241,Spring Rolls with Sesame Ponzu Vinaigrette,appetizer,Calories,874,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/06/Spring-Rolls-with-Sesame-Ponzu-Vinaigrette-III-550x365-1-366x365.jpg,0.7816158285475535
242,Spring Rolls with Sesame Ponzu Vinaigrette,appetizer,Protein,25,g,https://www.justonecookbook.com/wp-content/uploads/2011/06/Spring-Rolls-with-Sesame-Ponzu-Vinaigrette-III-550x365-1-366x365.jpg,0.9162907318741551
243,Spring Rolls with Sesame Ponzu Vinaigrette,appetizer,Sodium,702,mg,https://www.justonecookbook.com/wp-content/uploads/2011/06/Spring-Rolls-with-Sesame-Ponzu-Vinaigrette-III-550x365-1-366x365.jpg,0.5624688569178291
244,Spring Rolls with Sesame Ponzu Vinaigrette,appetizer,Potassium,758,mg,https://www.justonecookbook.com/wp-content/uploads/2011/06/Spring-Rolls-with-Sesame-Ponzu-Vinaigrette-III-550x365-1-366x365.jpg,0.07960305059896708
245,Spring Rolls with Sesame Ponzu Vinaigrette,appetizer,Calcium,149,mg,https://www.justonecookbook.com/wp-content/uploads/2011/06/Spring-Rolls-with-Sesame-Ponzu-Vinaigrette-III-550x365-1-366x365.jpg,-0.29437106060257756
246,Tazukuri (Candied Sardines),appetizer,Calories,92,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/12/Tazukuri-3757-III-500x500.jpg,-1.4696759700589417
247,Tazukuri (Candied Sardines),appetizer,Protein,8,g,https://www.justonecookbook.com/wp-content/uploads/2019/12/Tazukuri-3757-III-500x500.jpg,-0.2231435513142097
248,Tazukuri (Candied Sardines),appetizer,Sodium,313,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Tazukuri-3757-III-500x500.jpg,-0.2452613565678288
249,Tazukuri (Candied Sardines),appetizer,Potassium,210,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Tazukuri-3757-III-500x500.jpg,-1.2039728043259361
250,Tazukuri (Candied Sardines),appetizer,Calcium,272,mg,https://www.justonecookbook.com/wp-content/uploads/2019/12/Tazukuri-3757-III-500x500.jpg,0.3074846997479607
251,Teba Shio (Salted Chicken Wings),appetizer,Calories,523,kcal,https://www.justonecookbook.com/wp-content/uploads/2013/09/Teba-Shio-400x400.jpg,0.268116916956941
252,Teba Shio (Salted Chicken Wings),appetizer,Protein,31,g,https://www.justonecookbook.com/wp-content/uploads/2013/09/Teba-Shio-400x400.jpg,1.1314021114911006
253,Teba Shio (Salted Chicken Wings),appetizer,Sodium,308,mg,https://www.justonecookbook.com/wp-content/uploads/2013/09/Teba-Shio-400x400.jpg,-0.2613647641344075
254,Teba Shio (Salted Chicken Wings),appetizer,Potassium,285,mg,https://www.justonecookbook.com/wp-content/uploads/2013/09/Teba-Shio-400x400.jpg,-0.8985911547747542
255,Teba Shio (Salted Chicken Wings),appetizer,Calcium,26,mg,https://www.justonecookbook.com/wp-content/uploads/2013/09/Teba-Shio-400x400.jpg,-2.0402208285265546
256,Temari Sushi,appetizer,Calories,350,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/11/Temari-Sushi-8468-I-3-500x500.jpg,-0.13353139262452263
257,Temari Sushi,appetizer,Protein,17,g,https://www.justonecookbook.com/wp-content/uploads/2019/11/Temari-Sushi-8468-I-3-500x500.jpg,0.5306282510621704
258,Temari Sushi,appetizer,Sodium,344,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/Temari-Sushi-8468-I-3-500x500.jpg,-0.15082288973458366
259,Temari Sushi,appetizer,Potassium,283,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/Temari-Sushi-8468-I-3-500x500.jpg,-0.905633437400167
260,Temari Sushi,appetizer,Calcium,21,mg,https://www.justonecookbook.com/wp-content/uploads/2019/11/Temari-Sushi-8468-I-3-500x500.jpg,-2.2537949288246137
261,Thai Chicken Lettuce Wraps,appetizer,Calories,202,kcal,https://www.justonecookbook.com/wp-content/uploads/2014/08/Thai-Chicken-Lettuce-Wraps-400x400.jpg,-0.6831968497067772
262,Thai Chicken Lettuce Wraps,appetizer,Protein,26,g,https://www.justonecookbook.com/wp-content/uploads/2014/08/Thai-Chicken-Lettuce-Wraps-400x400.jpg,0.9555114450274363
263,Thai Chicken Lettuce Wraps,appetizer,Sodium,483,mg,https://www.justonecookbook.com/wp-content/uploads/2014/08/Thai-Chicken-Lettuce-Wraps-400x400.jpg,0.1885521065445907
